GeneID	Symbol
14754	79339	OR51B4
14755	79342	OR51B3P
14756	79345	OR51B2
14757	79346	OR4C5
14758	79363	CPLANE2
14759	79364	ZXDC
14760	79365	BHLHE41
14761	79366	HMGN5
14762	79368	FCRL2
14763	79369	B3GNT4
14764	79370	BCL2L14
14765	79400	NOX5
14766	79411	GLB1L
14767	79412	KREMEN2
14768	79413	ZBED2
14769	79414	LRFN3
14770	79415	CYBC1
14771	79424	CYP3AP2
14772	79441	HAUS3
14773	79442	LRRC2
14774	79443	FYCO1
14775	79444	BIRC7
14776	79446	WDR25
14777	79447	PAGR1
14778	79465	ULBP3
14779	79469	DLEU2L
14780	79470	OR51J1
14781	79473	OR52N1
14782	79476	OR5AL2P
14783	79482	OR5AL1
14784	79483	OR5BD1P
14785	79488	OR10D5P
14786	79490	OR10G6
14787	79491	OR5BM1P
14788	79492	OR7E97P
14789	79494	OR8K2P
14790	79498	OR8I1P
14791	79499	OR7L1P
14792	79501	OR4F5
14793	79504	OR4G4P
14794	79508	OR5M7P
14795	79512	OR5M6P
14796	79513	OR10R1P
14797	79514	OR10T1P
14798	79515	OR10G5P
14799	79518	OR5M4P
14800	79521	OR52S1P
14801	79523	OR5M2P
14802	79525	OR51A5P
14803	79526	OR4C10P
14804	79528	OR4R1P
14805	79529	OR52J2P
14806	79530	OR4C9P
14807	79532	OR51A3P
14808	79533	OR52E3P
14809	79534	OR4V1P
14810	79537	OR7E90P
14811	79538	OR13I1P
14812	79540	OR7E89P
14813	79541	OR2A4
14814	79544	OR4K1
14815	79546	OR6M2P
14816	79547	OR2AL1P
14817	79549	OR6J1
14818	79550	OR4C4P
14819	79567	RIPOR1
14820	79568	MAIP1
14821	79570	NKAIN1
14822	79571	GCC1
14823	79572	ATP13A3
14824	79573	TTC13
14825	79574	EPS8L3
14826	79575	ABHD8
14827	79576	NKAP
14828	79577	CDC73
14829	79581	SLC52A2
14830	79582	SPAG16
14831	79583	TMEM231
14832	79585	CORO7
14833	79586	CHPF
14834	79587	CARS2
14835	79589	RNF128
14836	79590	MRPL24
14837	79591	ARMH3
14838	79594	MUL1
14839	79595	SAP130
14840	79596	RNF219
14841	79598	CEP97
14842	79600	TCTN1
14843	79602	ADIPOR2
14844	79603	CERS4
14845	79605	PGBD5
14846	79607	FAM118B
14847	79608	RIC3
14848	79609	VCPKMT
14849	79611	ACSS3
14850	79612	NAA16
14851	79613	TANGO6
14852	79616	CCNJL
14853	79618	HMBOX1
14854	79621	RNASEH2B
14855	79622	SNRNP25
14856	79623	GALNT14
14857	79624	ARMT1
14858	79625	NDNF
14859	79626	TNFAIP8L2
14860	79627	OGFRL1
14861	79628	SH3TC2
14862	79629	OCEL1
14863	79630	C1orf54
14864	79631	EFL1
14865	79632	FAM184A
14866	79633	FAT4
14867	79634	SCRN3
14868	79635	CCDC121
14869	79637	ARMC7
14870	79639	TMEM53
14871	79640	C22orf46
14872	79641	ROGDI
14873	79642	ARSJ
14874	79643	CHMP6
14875	79644	SRD5A3
14876	79645	EFCAB1
14877	79646	PANK3
14878	79647	AKIRIN1
14879	79648	MCPH1
14880	79649	MAP7D3
14881	79650	USB1
14882	79651	RHBDF2
14883	79652	TMEM204
14884	79654	HECTD3
14885	79656	BEND5
14886	79657	RPAP3
14887	79658	ARHGAP10
14888	79659	DYNC2H1
14889	79660	PPP1R3B
14890	79661	NEIL1
14891	79663	HSPBAP1
14892	79664	ICE2
14893	79665	DHX40
14894	79666	PLEKHF2
14895	79667	KLF3-AS1
14896	79668	PARP8
14897	79669	C3orf52
14898	79670	TUT7
14899	79671	NLRX1
14900	79672	FN3KRP
14901	79673	ZNF329
14902	79674	VEPH1
14903	79675	FASTKD1
14904	79676	OGFOD2
14905	79677	SMC6
14906	79679	VTCN1
14907	79680	RTL10
14908	79682	CENPU
14909	79683	ZDHHC14
14910	79684	MSANTD2
14911	79685	SAP30L
14912	79689	STEAP4
14913	79690	GAL3ST4
14914	79691	QTRT2
14915	79692	ZNF322
14916	79693	YRDC
14917	79694	MANEA
14918	79695	GALNT12
14919	79696	ZC2HC1C
14920	79697	RIOX1
14921	79698	ZMAT4
14922	79699	ZYG11B
14923	79701	OGFOD3
14924	79703	C11orf80
14925	79705	LRRK1
14926	79706	PRKRIP1
14927	79707	NOL9
14928	79709	COLGALT1
14929	79710	MORC4
14930	79711	IPO4
14931	79712	GTDC1
14932	79713	IGFLR1
14933	79714	CCDC51
14934	79716	NPEPL1
14935	79717	PPCS
14936	79718	TBL1XR1
14937	79719	AAGAB
14938	79720	VPS37B
14939	79722	ANKRD55
14940	79723	SUV39H2
14941	79724	ZNF768
14942	79725	THAP9
14943	79726	WDR59
14944	79727	LIN28A
14945	79728	PALB2
14946	79729	SH3D21
14947	79730	NSUN7
14948	79731	NARS2
14949	79733	E2F8
14950	79734	KCTD17
14951	79735	TBC1D17
14952	79736	TEFM
14953	79738	BBS10
14954	79739	TTLL7
14955	79740	ZBBX
14956	79741	CCDC7
14957	79742	CXorf36
14958	79744	ZNF419
14959	79745	CLIP4
14960	79746	ECHDC3
14961	79747	ADGB
14962	79748	LMAN1L
14963	79750	ZNF385D
14964	79751	SLC25A22
14965	79752	ZFAND1
14966	79753	SNIP1
14967	79754	ASB13
14968	79755	ZNF750
14969	79758	DHRS12
14970	79759	ZNF668
14971	79760	GEMIN7
14972	79762	C1orf115
14973	79763	ISOC2
14974	79767	ELMO3
14975	79768	KATNBL1
14976	79770	TXNDC15
14977	79772	MCTP1
14978	79774	GRTP1
14979	79776	ZFHX4
14980	79777	ACBD4
14981	79778	MICALL2
14982	79780	CCDC82
14983	79781	IQCA1
14984	79782	LRRC31
14985	79783	SUGCT
14986	79784	MYH14
14987	79785	RERGL
14988	79786	KLHL36
14989	79788	ZNF665
14990	79789	CLMN
14991	79791	FBXO31
14992	79792	GSDMD
14993	79794	C12orf49
14994	79796	ALG9
14995	79797	ZNF408
14996	79798	ARMC5
14997	79799	UGT2A3
14998	79800	CARF
14999	79801	SHCBP1
15000	79802	HHIPL2
15001	79803	HPS6
15002	79804	HAND2-AS1
15003	79805	VASH2
15004	79807	GSTCD
15005	79809	TTC21B
15006	79810	PTCD2
15007	79811	SLTM
15008	79812	MMRN2
15009	79813	EHMT1
15010	79814	AGMAT
15011	79815	NIPAL2
15012	79816	TLE6
15013	79817	MOB3B
15014	79818	ZNF552
15015	79819	WDR78
15016	79820	CATSPERB
15017	79822	ARHGAP28
15018	79823	CAMKMT
15019	79825	EFCC1
15020	79827	CLMP
15021	79828	METTL8
15022	79829	NAA40
15023	79830	ZMYM1
15024	79831	KDM8
15025	79832	QSER1
15026	79833	GEMIN6
15027	79834	PEAK1
15028	79836	LONRF3
15029	79837	PIP4K2C
15030	79838	TMC5
15031	79839	CCDC102B
15032	79840	NHEJ1
15033	79841	AGBL2
15034	79842	ZBTB3
15035	79843	FAM124B
15036	79844	ZDHHC11
15037	79845	RNF122
15038	79846	CFAP69
15039	79847	MFSD13A
15040	79848	CSPP1
15041	79849	PDZD3
15042	79850	FAM57A
15043	79852	EPHX3
15044	79853	TM4SF20
15045	79854	LINC00115
15046	79856	SNX22
15047	79857	FLJ13224
15048	79858	NEK11
15049	79861	TUBAL3
15050	79862	ZNF669
15051	79863	RBFA
15052	79864	JHY
15053	79865	TREML2
15054	79866	BORA
15055	79867	TCTN2
15056	79868	ALG13
15057	79869	CPSF7
15058	79870	BAALC
15059	79871	RPAP2
15060	79872	CBLL1
15061	79873	NUDT18
15062	79874	RABEP2
15063	79875	THSD4
15064	79876	UBA5
15065	79877	DCAKD
15066	79879	CCDC134
15067	79882	ZC3H14
15068	79883	PODNL1
15069	79884	MAP9
15070	79885	HDAC11
15071	79886	CAAP1
15072	79887	PLBD1
15073	79888	LPCAT1
15074	79890	RIN3
15075	79891	ZNF671
15076	79892	MCMBP
15077	79893	GGNBP2
15078	79894	ZNF672
15079	79895	ATP8B4
15080	79896	THNSL1
15081	79897	RPP21
15082	79898	ZNF613
15083	79899	PRR5L
15084	79901	CYBRD1
15085	79902	NUP85
15086	79903	NAA60
15087	79905	TMC7
15088	79906	MORN1
15089	79908	BTNL8
15090	79912	PYROXD1
15091	79913	ACTR5
15092	79915	ATAD5
15093	79917	MAGIX
15094	79918	SETD6
15095	79919	C2orf54
15096	79921	TCEAL4
15097	79922	MRM1
15098	79923	NANOG
15099	79924	ADM2
15100	79925	SPEF2
15101	79927	FAM110D
15102	79929	MAP6D1
15103	79930	DOK3
15104	79931	TNIP3
15105	79932	KIAA0319L
15106	79933	SYNPO2L
15107	79934	COQ8B
15108	79935	CNTD2
15109	79937	CNTNAP3
15110	79939	SLC35E1
15111	79940	LINC00472
15112	79943	ZNF696
15113	79944	L2HGDH
15114	79946	C10orf95
15115	79947	DHDDS
15116	79948	PLPPR3
15117	79949	PLEKHS1
15118	79953	SYNDIG1
15119	79954	NOL10
15120	79955	PDZD7
15121	79956	ERMP1
15122	79957	PAQR6
15123	79958	DENND1C
15124	79959	CEP76
15125	79960	JADE1
15126	79961	DENND2D
15127	79962	DNAJC22
15128	79963	ABCA11P
15129	79966	SCD5
15130	79968	WDR76
15131	79969	ATAT1
15132	79970	ZNF767P
15133	79971	WLS
15134	79973	ZNF442
15135	79974	CPED1
15136	79977	GRHL2
15137	79979	TRMT2B
15138	79980	DSN1
15139	79981	FRMD1
15140	79982	DNAJB14
15141	79983	POF1B
15142	79986	ZNF702P
15143	79987	SVEP1
15144	79989	TTC26
15145	79990	PLEKHH3
15146	79991	STN1
15147	79992	AGPAT4-IT1
15148	79993	ELOVL7
15149	79998	ANKRD53
15150	79999	LOC79999
15151	80000	GREB1L
15152	80003	PCNX2
15153	80004	ESRP2
15154	80005	DOCK5
15155	80006	TRAPPC13
15156	80007	C10orf88
15157	80008	TMEM156
15158	80010	RMI1
15159	80011	FAM192A
15160	80012	PHC3
15161	80013	MINDY3
15162	80014	WWC2
15163	80017	DGLUCY
15164	80018	NAA25
15165	80019	UBTD1
15166	80020	FOXRED2
15167	80021	TMEM62
15168	80022	MYO15B
15169	80023	NRSN2
15170	80024	SLC8B1
15171	80025	PANK2
15172	80028	FBXL18
15173	80031	SEMA6D
15174	80032	ZNF556
15175	80034	CSRNP3
15176	80035	ANP32A-IT1
15177	80036	TRPM3
15178	80039	FAM106A
15179	80045	GPR157
15180	80052	RPS2P45
15181	80054	CEBPA-DT
15182	80055	PGAP1
15183	80059	LRRTM4
15184	80060	GNL3LP1
15185	80063	ATF7IP2
15186	80067	DCAF17
15187	80069	LINC00574
15188	80070	ADAMTS20
15189	80071	CCDC15
15190	80072	HEXA-AS1
15191	80078	LCAL1
15192	80086	TUBA4B
15193	80094	BIN3-IT1
15194	80095	ZNF606
15195	80097	MZT2B
15196	80099	C7orf69
15197	80108	ZFP2
15198	80110	ZNF614
15199	80111	C3orf36
15200	80114	BICC1
15201	80115	BAIAP2L2
15202	80117	ARL14
15203	80119	PIF1
15204	80122	MAP3K19
15205	80124	VCPIP1
15206	80125	CCDC33
15207	80127	BBOF1
15208	80128	TRIM46
15209	80129	CCDC170
15210	80131	LRRC8E
15211	80133	MROH9
15212	80135	RPF1
15213	80139	ZNF703
15214	80142	PTGES2
15215	80143	SIKE1
15216	80144	FRAS1
15217	80145	THOC7
15218	80146	UXS1
15219	80148	PQLC1
15220	80149	ZC3H12A
15221	80150	ASRGL1
15222	80152	CENPT
15223	80153	EDC3
15224	80154	GOLGA2P10
15225	80155	NAA15
15226	80157	CWH43
15227	80161	ASMTL-AS1
15228	80162	PGGHG
15229	80164	PRR36
15230	80167	ABHD18
15231	80168	MOGAT2
15232	80169	CTC1
15233	80173	IFT74
15234	80174	DBF4B
15235	80176	SPSB1
15236	80177	MYCT1
15237	80178	TEDC2
15238	80179	MYO19
15239	80183	RUBCNL
15240	80184	CEP290
15241	80185	TTI2
15242	80194	TMEM134
15243	80195	TMEM254
15244	80196	RNF34
15245	80198	MUS81
15246	80199	FUZ
15247	80201	HKDC1
15248	80204	FBXO11
15249	80205	CHD9
15250	80206	FHOD3
15251	80207	OPA3
15252	80208	SPG11
15253	80209	PROSER1
15254	80210	ARMC9
15255	80212	CCDC92
15256	80213	TM2D3
15257	80215	RUNX1-IT1
15258	80216	ALPK1
15259	80217	CFAP43
15260	80218	NAA50
15261	80219	COQ10B
15262	80221	ACSF2
15263	80222	TARS2
15264	80223	RAB11FIP1
15265	80224	NUBPL
15266	80227	PAAF1
15267	80228	ORAI2
15268	80230	RUFY1
15269	80231	CXorf21
15270	80232	WDR26
15271	80233	FAAP100
15272	80235	PIGZ
15273	80237	ELL3
15274	80243	PREX2
15275	80254	CEP63
15276	80255	SLC35F5
15277	80256	FAM214B
15278	80258	EFHC2
15279	80262	C16orf70
15280	80263	TRIM45
15281	80264	ZNF430
15282	80267	EDEM3
15283	80270	HSD3B7
15284	80271	ITPKC
15285	80273	GRPEL1
15286	80274	SCUBE1
15287	80279	CDK5RAP3
15288	80298	MTERF2
15289	80301	PLEKHO2
15290	80303	EFHD1
15291	80304	WDCP
15292	80305	TRABD
15293	80306	MED28
15294	80307	FER1L4
15295	80308	FLAD1
15296	80309	SPHKAP
15297	80310	PDGFD
15298	80311	KLHL15
15299	80312	TET1
15300	80313	LRRC27
15301	80314	EPC1
15302	80315	CPEB4
15303	80316	PPP1R2C
15304	80317	ZKSCAN3
15305	80318	GKAP1
15306	80319	CXXC4
15307	80320	SP6
15308	80321	CEP70
15309	80323	CCDC68
15310	80324	PUS1
15311	80325	ABTB1
15312	80326	WNT10A
15313	80327	MAPRE1P1
15314	80328	ULBP2
15315	80329	ULBP1
15316	80331	DNAJC5
15317	80332	ADAM33
15318	80333	KCNIP4
15319	80335	WDR82
15320	80336	PABPC1L
15321	80339	PNPLA3
15322	80341	BPIFB2
15323	80342	TRAF3IP3
15324	80343	SEL1L2
15325	80344	DCAF11
15326	80345	ZSCAN16
15327	80346	REEP4
15328	80347	COASY
15329	80349	WDR61
15330	80350	LPAL2
15331	80351	TNKS2
15332	80352	RNF39
15333	80380	PDCD1LG2
15334	80381	CD276
15335	80700	UBXN6
15336	80701	AKR1D1P1
15337	80704	SLC19A3
15338	80705	TSGA10
15339	80709	AKNA
15340	80712	ESX1
15341	80713	MTIF2P1
15342	80714	PBX4
15343	80723	SLC35G2
15344	80724	ACAD10
15345	80725	SRCIN1
15346	80726	IQCN
15347	80727	TTYH3
15348	80728	ARHGAP39
15349	80731	THSD7B
15350	80736	SLC44A4
15351	80737	VWA7
15352	80739	MPIG6B
15353	80740	LY6G6C
15354	80741	LY6G5C
15355	80742	PRR3
15356	80745	THUMPD2
15357	80746	TSEN2
15358	80755	AARSD1
15359	80757	TMEM121
15360	80758	PRR7
15361	80759	KHDC1
15362	80760	ITIH5
15363	80762	NDFIP1
15364	80763	SPX
15365	80764	THAP7
15366	80765	STARD5
15367	80767	MMDFS
15368	80768	HMNJ
15369	80770	CTRCT25
15370	80771	MCOPCB2
15371	80772	CPTP
15372	80774	LIMD2
15373	80775	TMEM177
15374	80776	B9D2
15375	80777	CYB5B
15376	80778	ZNF34
15377	80781	COL18A1
15378	80789	INTS5
15379	80790	CMIP
15380	80816	ASXL3
15381	80817	CEP44
15382	80818	ZNF436
15383	80820	EEPD1
15384	80821	DDHD1
15385	80823	BHLHB9
15386	80824	DUSP16
15387	80829	ZFP91
15388	80830	APOL6
15389	80831	APOL5
15390	80832	APOL4
15391	80833	APOL3
15392	80834	TAS1R2
15393	80835	TAS1R1
15394	80851	SH3BP5L
15395	80852	GRIP2
15396	80853	KDM7A
15397	80854	SETD7
15398	80856	LNPK
15399	80862	ZNRD1ASP
15400	80863	PRRT1
15401	80864	EGFL8
15402	80868	HCG4B
15403	80870	DKBI
15404	80871	ANMA
15405	80895	ILKAP
15406	80896	NPL
15407	80975	TMPRSS5
15408	81025	GJA9
15409	81027	TUBB1
15410	81029	WNT5B
15411	81030	ZBP1
15412	81031	SLC2A10
15413	81033	KCNH6
15414	81034	SLC25A32
15415	81035	COLEC12
15416	81037	CLPTM1L
15417	81047	OR5BJ1P
15418	81050	OR5AC2
15419	81061	OR11H1
15420	81075	OR5BH1P
15421	81076	OR5AW1P
15422	81077	OR4W1P
15423	81078	OR4K12P
15424	81079	OR4K11P
15425	81081	OR7A18P
15426	81090	OR1AB1P
15427	81099	OR4F17
15428	81104	OR4Q1P
15429	81109	OR11K1P
15430	81110	OR11J2P
15431	81111	OR11J1P
15432	81113	OR11H3P
15433	81114	OR7K1P
15434	81115	OR7E106P
15435	81116	OR7E105P
15436	81126	OR4K16P
15437	81127	OR4K15
15438	81136	OR7E111P
15439	81137	OR7E104P
15440	81138	OR7E101P
15441	81140	OR9R1P
15442	81153	OR9M1P
15443	81155	OR9I3P
15444	81156	OR9I2P
15445	81159	OR9G3P
15446	81160	OR9G2P
15447	81162	OR8R1P
15448	81163	OR8Q1P
15449	81164	OR8L1P
15450	81166	OR8K4P
15451	81168	OR8J3
15452	81169	OR8J2
15453	81175	OR7E128P
15454	81176	OR7E126P
15455	81182	OR5W1P
15456	81185	OR5P4P
15457	81187	OR5M13P
15458	81188	OR5M12P
15459	81191	OR5G5P
15460	81192	OR5G4P
15461	81193	OR5G3
15462	81194	OR5F2P
15463	81196	OR5D17P
15464	81198	OR5D15P
15465	81201	OR5BR1P
15466	81202	OR5BQ1P
15467	81203	OR5BP1P
15468	81204	OR5BN1P
15469	81205	OR5BL1P
15470	81207	OR5BE1P
15471	81208	OR5BC1P
15472	81209	OR5BB1P
15473	81210	OR5BA1P
15474	81211	OR5B19P
15475	81215	OR5B15P
15476	81221	OR5AQ1P
15477	81223	OR5AP1P
15478	81224	OR5AN2P
15479	81226	OR5AM1P
15480	81228	OR5AK3P
15481	81230	OR5AK1P
15482	81236	OR56A7P
15483	81240	OR52Y1P
15484	81242	OR52V1P
15485	81243	OR52U1P
15486	81244	OR52T1P
15487	81246	OR52Q1P
15488	81248	OR52P1P
15489	81251	OR52N3P
15490	81261	OR52H2P
15491	81264	OR52E7P
15492	81270	OR52B5P
15493	81274	OR52B1P
15494	81278	OR51K1P
15495	81282	OR51G2
15496	81285	OR51E2
15497	81295	OR51A10P
15498	81298	OR4R3P
15499	81299	OR4R2P
15500	81300	OR4P4
15501	81304	OR4D7P
15502	81309	OR4C15
15503	81310	OR4C14P
15504	81315	OR4A8
15505	81316	OR4A7P
15506	81318	OR4A5
15507	81320	OR4A3P
15508	81322	OR4A21P
15509	81324	OR4A19P
15510	81325	OR4A18P
15511	81327	OR4A16
15512	81328	OR4A15
15513	81329	OR4A14P
15514	81330	OR4A13P
15515	81331	OR4A12P
15516	81336	OR2AH1P
15517	81340	OR10Y1P
15518	81341	OR10W1
15519	81342	OR10V3P
15520	81343	OR10V2P
15521	81345	OR10Q2P
15522	81352	OR7M1P
15523	81353	OR7E115P
15524	81354	OR7E110P
15525	81356	OR6L2P
15526	81358	OR7E116P
15527	81363	OR7E108P
15528	81366	OR2AM1P
15529	81377	OR13C7
15530	81382	OR9P1P
15531	81383	OR9N1P
15532	81390	OR4F7P
15533	81392	OR2AE1
15534	81399	OR4F16
15535	81406	OR2W6P
15536	81407	OR2W4P
15537	81419	OR7E99P
15538	81421	OR5M14P
15539	81428	OR7E122P
15540	81430	OR7E100P
15541	81431	OR5AC1
15542	81438	OR4G6P
15543	81439	OR9H1P
15544	81440	OR6R1P
15545	81442	OR6N2
15546	81448	OR6K2
15547	81449	OR6K1P
15548	81458	OR2T7
15549	81462	OR2L9P
15550	81465	OR2L6P
15551	81466	OR2L5
15552	81469	OR2G3
15553	81470	OR2G2
15554	81472	OR2C3
15555	81473	OR2AS1P
15556	81474	OR2AQ1P
15557	81479	OR11I1P
15558	81486	OR10AE1P
15559	81487	OR10AA1P
15560	81488	POLR2M
15561	81490	PTDSS2
15562	81491	GPR63
15563	81492	RSPH6A
15564	81493	SYNC
15565	81494	CFHR5
15566	81501	DCSTAMP
15567	81502	HM13
15568	81532	MOB2
15569	81533	ITFG1
15570	81537	SGPP1
15571	81539	SLC38A1
15572	81542	TMX1
15573	81543	LRRC3
15574	81544	GDPD5
15575	81545	FBXO38
15576	81550	TDRD3
15577	81551	STMN4
15578	81552	VOPP1
15579	81553	FAM49A
15580	81554	RCC1L
15581	81555	YIPF5
15582	81556	INTS14
15583	81557	MAGED4B
15584	81558	FAM117A
15585	81559	TRIM11
15586	81562	LMAN2L
15587	81563	C1orf21
15588	81565	NDEL1
15589	81566	CSRNP2
15590	81567	TXNDC5
15591	81569	ACTL8
15592	81570	CLPB
15593	81571	MIR600HG
15594	81572	PDRG1
15595	81573	ANKRD13C
15596	81575	APOLD1
15597	81576	CCDC130
15598	81577	GFOD2
15599	81578	COL21A1
15600	81579	PLA2G12A
15601	81602	CDADC1
15602	81603	TRIM8
15603	81605	URM1
15604	81606	LBH
15605	81607	NECTIN4
15606	81608	FIP1L1
15607	81609	SNX27
15608	81610	FAM83D
15609	81611	ANP32E
15610	81614	NIPA2
15611	81615	TMEM163
15612	81616	ACSBG2
15613	81617	CAB39L
15614	81618	ITM2C
15615	81619	TSPAN14
15616	81620	CDT1
15617	81621	KAZALD1
15618	81622	UNC93B1
15619	81623	DEFB126
15620	81624	DIAPH3
15621	81626	SHCBP1L
15622	81627	TRMT1L
15623	81628	TSC22D4
15624	81629	TSSK3
15625	81631	MAP1LC3B
15626	81669	CCNL2
15627	81671	VMP1
15628	81688	C6orf62
15629	81689	ISCA1
15630	81691	REXO5
15631	81693	AMN
15632	81694	OR2W2P
15633	81695	OR2B7P
15634	81696	OR5V1
15635	81697	OR2B2
15636	81698	LINC00597
15637	81704	DOCK8
15638	81706	PPP1R14C
15639	81786	TRIM7
15640	81788	NUAK2
15641	81789	TIGD6
15642	81790	RNF170
15643	81792	ADAMTS12
15644	81793	TLR10
15645	81794	ADAMTS10
15646	81796	SLCO5A1
15647	81797	OR12D3
15648	81831	NETO2
15649	81832	NETO1
15650	81833	SPACA1
15651	81839	VANGL1
15652	81844	TRIM56
15653	81846	SBF2
15654	81847	RNF146
15655	81848	SPRY4
15656	81849	ST6GALNAC5
15657	81850	KRTAP1-3
15658	81851	KRTAP1-1
15659	81853	TMEM14B
15660	81854	ZNF205-AS1
15661	81855	SFXN3
15662	81856	ZNF611
15663	81857	MED25
15664	81858	SHARPIN
15665	81861	LPRS
15666	81863	CTPL1
15667	81864	EVR3
15668	81865	BFIC2
15669	81866	NDIC
15670	81870	KRTAP9-9
15671	81871	KRTAP4-6
15672	81872	KRTAP2-1
15673	81873	ARPC5L
15674	81875	ISG20L2
15675	81876	RAB1B
15676	81887	LAS1L
15677	81888	HYI
15678	81889	FAHD1
15679	81890	QTRT1
15680	81892	SLIRP
15681	81893	SLC7A5P1
15682	81894	SLC25A28
15683	81926	ABHD17A
15684	81928	CABLES2
15685	81929	SEH1L
15686	81930	KIF18A
15687	81931	ZNF93
15688	81932	HDHD3
15689	81993	COX17P1
15690	82500	PKP2P1
15691	83259	PCDH11Y
15692	83394	PITPNM3
15693	83401	ELOVL3
15694	83416	FCRL5
15695	83417	FCRL4
15696	83439	TCF7L1
15697	83440	ADPGK
15698	83442	SH3BGRL3
15699	83443	SF3B5
15700	83444	INO80B
15701	83445	GSG1
15702	83446	CCDC70
15703	83447	SLC25A31
15704	83448	PUS7L
15705	83449	PMFBP1
15706	83450	DRC3
15707	83451	ABHD11
15708	83452	RAB33B
15709	83460	EMC6
15710	83461	CDCA3
15711	83463	MXD3
15712	83464	APH1B
15713	83468	GLT8D2
15714	83473	KATNAL2
15715	83475	DOHH
15716	83478	ARHGAP24
15717	83479	DDX59
15718	83480	PUS3
15719	83481	EPPK1
15720	83482	SCRT1
15721	83483	PLVAP
15722	83528	CYP51A1P1
15723	83530	CYP51A1P2
15724	83538	TTC25
15725	83539	CHST9
15726	83540	NUF2
15727	83541	FAM110A
15728	83543	AIF1L
15729	83544	DNAL1
15730	83546	RTBDN
15731	83547	RILP
15732	83548	COG3
15733	83549	UCK1
15734	83550	GPR101
15735	83551	TAAR8
15736	83552	MFRP
15737	83590	TMUB1
15738	83591	THAP2
15739	83592	AKR1E2
15740	83593	RASSF5
15741	83594	NUDT12
15742	83595	SOX7
15743	83596	BCL2L12
15744	83597	RTP3
15745	83598	LRRC2-AS1
15746	83604	TMEM47
15747	83605	CCM2
15748	83606	GUCD1
15749	83607	AMMECR1L
15750	83608	C18orf21
15751	83636	C19orf12
15752	83637	ZMIZ2
15753	83638	C11orf68
15754	83639	TEX101
15755	83640	RAMAC
15756	83641	FAM107B
15757	83642	SELENOO
15758	83643	CCDC3
15759	83647	LINC00529
15760	83648	FAM167A
15761	83650	SLC35G5
15762	83655	LINC00208
15763	83656	FAM167A-AS1
15764	83657	DYNLRB2
15765	83658	DYNLRB1
15766	83659	TEKT1
15767	83660	TLN2
15768	83661	MS4A8
15769	83666	PARP9
15770	83667	SESN2
15771	83690	CRISPLD1
15772	83692	CD99L2
15773	83693	HSDL1
15774	83694	RPS6KL1
15775	83695	RHNO1
15776	83696	TRAPPC9
15777	83697	SLC4A9
15778	83698	CALN1
15779	83699	SH3BGRL2
15780	83700	JAM3
15781	83706	FERMT3
15782	83707	TRPT1
15783	83714	NRIP2
15784	83715	ESPN
15785	83716	CRISPLD2
15786	83719	YPEL3
15787	83723	FAM57B
15788	83729	INHBE
15789	83732	RIOK1
15790	83733	SLC25A18
15791	83734	ATG10
15792	83737	ITCH
15793	83740	H2AFB3
15794	83741	TFAP2D
15795	83742	MARVELD1
15796	83743	GRWD1
15797	83744	ZNF484
15798	83746	L3MBTL2
15799	83752	LONP2
15800	83755	KRTAP4-12
15801	83756	TAS1R3
15802	83757	CYP2G2P
15803	83758	RBP5
15804	83759	RBM4B
15805	83786	FRMD8
15806	83787	ARMC10
15807	83795	KCNK16
15808	83844	USP26
15809	83849	SYT15
15810	83850	ESYT3
15811	83851	SYT16
15812	83852	SETDB2
15813	83853	ROPN1L
15814	83854	ANGPTL6
15815	83855	KLF16
15816	83856	FSD1L
15817	83857	TMTC1
15818	83858	ATAD3B
15819	83860	TAF3
15820	83861	RSPH3
15821	83862	TMEM120A
15822	83863	TTTY5
15823	83864	TTTY9A
15824	83866	TTTY11
15825	83867	TTTY12
15826	83868	TTTY13
15827	83869	TTTY14
15828	83871	RAB34
15829	83872	HMCN1
15830	83873	GPR61
15831	83874	TBC1D10A
15832	83875	BCO2
15833	83876	MRO
15834	83877	TM2D2
15835	83878	USHBP1
15836	83879	CDCA7
15837	83880	EIF3FP2
15838	83881	MIXL1
15839	83882	TSPAN10
15840	83884	SLC25A2
15841	83886	PRSS27
15842	83887	TTLL2
15843	83888	FGFBP2
15844	83889	WDR87
15845	83890	SPATA9
15846	83891	SNX25
15847	83892	KCTD10
15848	83893	SPATA16
15849	83894	TTC29
15850	83895	KRTAP1-5
15851	83896	KRTAP3-1
15852	83897	KRTAP3-2
15853	83899	KRTAP9-2
15854	83900	KRTAP9-3
15855	83901	KRTAP9-8
15856	83902	KRTAP17-1
15857	83903	HASPIN
15858	83930	STARD3NL
15859	83931	STK40
15860	83932	SPRTN
15861	83933	HDAC10
15862	83937	RASSF4
15863	83938	LRMDA
15864	83939	EIF2A
15865	83940	TATDN1
15866	83941	TM2D1
15867	83942	TSSK1B
15868	83943	IMMP2L
15869	83953	FCAMR
15870	83955	NACA4P
15871	83956	RACGAP1P
15872	83957	FRMD8P1
15873	83959	SLC4A11
15874	83982	IFI27L2
15875	83983	TSSK6
15876	83985	SPNS1
15877	83986	FAM234A
15878	83987	CCDC8
15879	83988	NCALD
15880	83989	FAM172A
15881	83990	BRIP1
15882	83992	CTTNBP2
15883	83998	REG4
15884	83999	KREMEN1
15885	84000	TMPRSS13
15886	84002	B3GNT5
15887	84033	OBSCN
15888	84034	EMILIN2
