GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
GOLGA5	6.41531	5.82571	6.49495	6.72169	6.8081	6.71635	6.351	6.69637	6.92494	6.30954	6.81458	6.63996	6.28267	6.61993	6.23352	6.3704	6.79139
RASA3	7.28758	6.47955	7.33534	7.33336	6.70813	7.30195	7.36534	6.47305	7.13983	7.50744	7.18822	7.108	7.44953	7.01809	7.50382	7.74084	7.27342
GSTM2	6.23579	4.55203	6.0887	6.88624	6.01947	6.98442	5.53611	5.38039	6.36217	6.51038	5.54897	6.40078	6.29249	5.9621	5.26045	6.45963	6.07766
ERVK11-1	6.23579	4.55203	6.0887	6.88624	6.01947	6.98442	5.53611	5.38039	6.36217	6.51038	5.54897	6.40078	6.29249	5.9621	5.26045	6.45963	6.07766
G6PD	7.21199	7.35317	7.10046	7.05313	7.8025	7.00712	6.85115	5.80393	6.91098	7.20906	7.21812	6.76063	7.40539	6.9833	7.16988	7.3581	7.13512
ACTN4	8.38203	8.74564	8.0542	8.37829	8.66305	8.71882	8.62827	7.10301	8.56861	8.99091	8.83409	8.25542	8.41472	8.4507	8.65319	8.58971	8.36663
PDE4DIP	6.36542	5.70442	6.22317	6.544	5.39618	6.6969	6.32684	6.60495	6.60215	6.7718	5.97987	6.35332	6.24559	6.15302	6.61516	6.53942	6.55026
PLXND1	5.29249	5.33764	5.58688	5.51429	6.00582	5.3174	5.44924	5.08061	5.33891	5.83002	5.68729	5.32224	5.50745	5.42466	5.6501	5.40578	5.48407
ABCC13	4.01066	3.5514	7.29041	4.24115	5.06137	3.86373	5.20066	4.0556	4.28642	3.91128	3.46424	4.00052	4.08269	4.53576	4.6697	5.17619	6.07241
NPC1	5.94852	5.68308	5.58368	6.46198	5.98272	6.27709	6.3242	4.95236	5.91024	6.55609	6.50399	6.2854	6.09889	5.7274	6.11504	6.48539	5.80078
TYW3	5.73467	4.99793	6.29734	5.9123	5.71341	5.87132	6.20301	6.2708	6.2451	5.5479	5.68091	5.7113	5.62777	5.90547	4.2295	6.33352	5.91624
TRAK2	8.87234	7.03627	10.4966	8.79432	8.79058	8.71854	9.02636	8.32376	8.40535	8.00012	8.04401	8.947	8.99716	8.1248	9.26313	8.86744	9.59028
LTF	6.28078	4.89337	6.78573	5.43397	6.12901	5.50443	5.73216	5.53063	5.31896	5.31796	4.83374	4.99341	5.68753	4.55999	5.90751	4.69143	4.71271
GIMAP6	6.19428	5.3148	6.46041	6.637	6.32836	6.72341	6.45849	5.62255	6.60739	6.45331	6.45406	6.62501	6.45259	6.44219	6.49011	6.56504	6.63534
ODC1	9.41393	7.92046	10.374	9.26298	9.03937	9.52247	9.41461	9.02764	9.84571	9.2009	8.83625	9.65564	9.57299	8.14776	9.2591	9.6189	10.3818
MS4A6A	8.39855	9.13354	8.91896	8.75609	9.32097	9.0207	8.95303	8.90811	8.98249	8.18444	9.13614	8.73626	8.34154	9.03853	8.60671	8.68673	8.17825
APOL6	7.03553	5.91753	6.14351	6.98674	6.65398	7.19892	7.02591	7.179	6.75994	7.29574	7.45314	6.70518	6.92149	6.32416	7.01572	7.14058	7.26689
FHL5	2.99331	3.15483	3.06032	2.87668	2.7537	2.76089	3.06618	3.60767	3.15042	2.7254	2.78882	2.90117	2.77534	2.85423	2.9948	3.03831	2.94408
PIK3C2A	6.47723	5.53857	6.62523	6.86933	6.43328	6.89696	6.63631	6.7367	6.55068	6.18112	6.61362	6.54043	6.57785	6.40614	6.00351	7.0508	6.66451
ANXA1	8.60545	9.50543	9.49267	8.51309	9.24442	8.89331	8.68118	9.20553	9.01443	8.33989	8.60763	8.88241	8.2827	8.91837	7.58869	9.01112	8.95745
LRRC17	4.54099	5.06299	3.77707	4.44021	4.68769	4.74133	5.02357	3.9194	4.59377	5.01952	5.07233	4.70027	4.45317	4.13589	4.61938	5.19904	4.33454
CATSPERB	2.45751	2.61795	2.76247	2.99579	2.5098	2.86153	2.45468	3.70031	2.80388	2.85187	2.64838	2.74787	3.37642	2.92408	3.05932	2.73193	2.6262
EBNA1BP2	4.34403	4.07768	4.99077	4.99056	4.81407	5.05788	4.92378	5.6243	5.22177	5.22899	4.46663	5.26574	4.68843	4.72516	4.48366	4.67714	5.46509
ACSL5	6.13358	5.91221	6.29869	6.83287	6.40217	7.01757	6.57256	7.05971	6.63723	6.79652	6.63458	6.93913	6.74915	6.53161	6.42536	7.15269	6.61624
EPHX1	5.02858	4.69628	5.30697	5.21606	4.62955	5.51562	5.08651	4.87415	5.39787	5.5349	4.94979	4.95158	4.97641	5.09006	5.10857	5.21997	5.55206
RICTOR	8.19018	8.20772	7.74359	8.35848	8.21384	8.39036	8.21235	8.14776	8.43366	8.08315	8.30747	8.3036	8.02515	8.36775	7.97773	8.33863	8.34035
MARCH2	7.4051	6.33884	8.843	6.84043	7.47923	7.57705	7.37795	5.5648	7.58211	7.13549	6.63834	7.64619	8.04525	6.6019	7.58114	7.04868	8.32122
NUDT4	9.222	7.83785	10.2505	8.532	9.35295	8.1473	8.88171	8.51283	8.70596	8.11271	7.7565	9.60934	9.26556	8.66962	9.05737	8.20496	9.48202
NUDT4P2	9.222	7.83785	10.2505	8.532	9.35295	8.1473	8.88171	8.51283	8.70596	8.11271	7.7565	9.60934	9.26556	8.66962	9.05737	8.20496	9.48202
NUDT4B	9.222	7.83785	10.2505	8.532	9.35295	8.1473	8.88171	8.51283	8.70596	8.11271	7.7565	9.60934	9.26556	8.66962	9.05737	8.20496	9.48202
CMBL	5.06576	4.4213	5.74492	4.86207	5.17036	4.37272	5.37234	4.52499	5.45944	4.41155	4.14618	4.52452	5.13097	4.62714	5.07213	5.72582	5.57045
UBE2E2	6.30092	5.35175	6.64967	5.95856	6.78902	6.53644	6.54611	6.27664	6.64331	6.57923	6.61934	6.13315	5.97895	6.31014	6.26117	6.45454	5.9284
DNAJC10	5.89468	4.92954	6.852	6.67271	6.02415	6.43223	6.5658	6.30238	6.31474	5.73884	6.37356	6.42089	6.1143	6.56353	5.44427	6.19537	6.40334
IQSEC1	8.70541	9.19208	8.28613	8.43583	9.2574	8.88228	8.82654	7.12945	8.77067	9.25522	8.89233	8.59041	8.87177	8.97742	9.07525	8.84153	8.72399
KLRC2	4.58009	4.40573	5.41622	5.41158	4.5238	6.25379	4.89661	4.44961	4.2308	5.86804	4.52958	4.20748	4.32342	4.6486	4.61066	5.00736	7.08378
MYD88	9.48551	10.0923	8.71858	9.43717	9.96057	9.52021	9.66478	8.00512	9.44668	9.52628	9.70117	9.35494	9.56053	9.82547	9.9817	9.39589	9.36964
GRAMD1C	3.57687	4.30366	3.89736	3.91025	3.89957	4.32813	3.9648	3.63825	3.89648	4.01654	4.42951	3.90986	4.32899	3.8707	3.82194	3.89905	3.75905
ALPK1	8.47269	9.22442	7.07957	8.10936	8.77623	8.51882	8.13131	7.79262	8.42356	8.20721	8.52547	8.14428	8.20594	8.87107	8.22943	8.23142	7.78499
MAK	6.86971	7.74181	6.57605	6.32172	7.15193	6.7885	6.49491	6.54025	6.79944	5.91578	6.7399	6.70802	6.41919	7.34002	6.84637	7.1247	6.63873
COX6C	6.56534	5.62771	9.09071	7.95513	7.86328	7.38695	7.18183	8.98136	7.18678	6.64717	7.03629	7.95709	6.84529	7.96908	5.30877	7.09494	7.73459
YWHAE	8.02341	7.81209	8.46774	7.89839	8.33782	7.93303	8.15865	7.4046	7.82841	7.8177	7.75182	8.12688	8.10851	7.8464	7.68689	8.0829	8.22043
GRAPL	5.80781	6.47436	8.19254	6.87632	6.39621	6.97867	7.10637	5.39892	7.12863	6.34089	6.88951	4.84272	6.51171	6.26425	7.05277	6.92016	6.92148
SIL1	5.38025	4.88249	5.35945	5.53408	5.34689	5.1652	5.02724	5.28673	5.04015	5.52884	5.55731	5.20936	5.2894	4.72893	5.48703	4.64928	5.13107
LRCH1	5.53514	5.53124	6.39102	5.6253	5.48488	5.49539	6.19666	6.08273	6.11488	5.9464	5.91245	6.11078	5.08849	5.51724	5.69721	6.0294	5.94962
GSTA1	3.2805	3.55609	4.14321	2.77766	2.80092	2.58686	3.15087	3.59532	2.63965	2.8949	2.7947	3.24856	3.27554	2.66317	3.43231	3.07774	3.33956
TFAP2A-AS1	3.57643	3.71216	3.53562	3.88754	3.34937	3.84575	3.72593	4.04532	3.80169	3.88681	3.40404	3.88607	3.59306	3.85642	4.0165	3.77447	3.67469
RGS10	8.8334	7.68411	9.33091	8.66263	8.47261	8.77655	8.95321	8.23922	9.0705	8.43993	8.13001	8.98027	9.08477	8.40832	9.10851	8.73528	9.59436
POC1B	7.4122	6.76018	9.34801	7.51776	8.01741	7.34502	7.7422	7.56001	7.51052	7.27321	6.98716	7.90949	7.40747	7.35296	7.46964	7.42001	8.03159
POU2F2	7.12476	6.76045	6.94312	6.96025	7.09183	6.99774	7.20715	5.95888	7.17621	7.48727	7.3893	6.99753	6.89454	7.09623	7.18863	7.34659	6.93434
ZFHX4	3.72777	4.37908	3.84608	3.63947	3.55282	3.55497	3.51962	3.47085	3.69163	3.63047	3.51792	3.72273	3.79029	3.6083	3.74729	3.56919	3.29715
KIAA1191	6.70648	5.35492	7.4244	7.04387	6.97651	7.41074	7.11418	6.58456	7.12655	7.06916	6.62751	7.13147	6.91735	6.68274	6.83567	6.86093	7.17904
BEND7	4.26136	4.86991	3.48001	4.09825	4.44566	4.05536	3.49661	3.45513	4.49365	4.34038	3.93589	4.2177	4.51214	4.25788	4.78208	3.89949	3.83871
EIF5A2	4.72484	4.43345	4.78555	5.08341	4.78078	4.88857	4.53031	5.23976	4.47926	4.41969	5.28039	4.62301	4.6181	5.12114	4.66728	5.05683	4.89328
CETN3	2.53531	2.56644	3.46531	3.55038	3.21983	2.94399	3.26099	3.99923	3.00157	2.65407	3.29216	3.91679	3.02676	3.32675	2.48629	3.27721	3.25397
OSTC	6.39324	5.8164	7.28654	6.90312	6.96682	6.90709	7.09496	6.97015	7.08342	6.61784	7.09656	6.98317	6.84829	7.18327	6.13343	6.79372	6.83527
FZD4	4.75036	4.94946	4.43407	4.82168	4.92734	4.83775	4.80211	5.47775	4.90166	4.78842	4.72484	4.69242	4.76534	4.91337	5.21038	4.83641	4.75382
PLEKHO1	6.82132	5.91751	6.62027	7.28395	6.88858	6.62679	6.96416	6.9251	7.05714	7.23568	7.21854	7.09169	7.24681	6.91959	6.89067	7.22754	6.76668
HORMAD1	5.53572	6.69144	4.74772	4.92587	6.08571	6.21716	4.68386	4.51209	5.69833	4.24119	5.819	4.39766	5.79612	6.20157	5.26234	6.16673	4.83019
RUNDC3A	5.43715	4.34401	7.45206	5.46414	5.95895	6.18115	6.10782	4.81628	6.69993	6.70403	5.49651	6.37219	5.55131	4.82773	6.36772	6.18821	7.19604
IQCK	4.23772	4.39599	3.77957	4.42673	4.25452	3.66768	3.82481	4.24011	4.17494	4.23718	3.76989	4.17489	4.26378	4.39205	4.15898	4.38529	3.46711
MSANTD3	5.25241	4.72241	5.26566	5.18285	5.71225	5.07554	5.23263	5.64235	5.40283	5.30839	5.10228	6.03828	5.49457	4.67219	6.01971	5.73893	6.55027
MSANTD3-TMEFF1	5.25241	4.72241	5.26566	5.18285	5.71225	5.07554	5.23263	5.64235	5.40283	5.30839	5.10228	6.03828	5.49457	4.67219	6.01971	5.73893	6.55027
CABCOCO1	2.26223	2.30942	2.11216	2.40105	2.02512	2.13474	2.46962	2.56828	2.13093	2.51092	2.17886	1.98515	2.12964	2.13764	2.20575	2.41218	2.01199
TTC3	6.36647	4.90365	6.43769	6.71885	5.83901	6.53853	6.41349	6.92119	6.22798	5.96286	6.00301	6.34059	6.38204	6.06223	5.71422	6.43297	6.42257
EPHA3	2.95164	3.11026	2.93559	3.05587	3.17751	3.00872	3.31151	3.03258	3.1952	3.00343	3.38723	2.66199	3.01604	3.23702	3.46614	3.64885	3.12413
GARS	6.24555	5.63854	6.57457	6.27899	6.43139	6.29957	6.36196	6.37822	6.18626	5.92834	6.17648	6.59224	5.7936	5.82164	5.74035	6.22842	6.33384
GOLT1B	6.04286	5.26687	6.3271	6.64556	5.88497	6.2675	6.05617	6.54426	6.02441	5.76378	6.6084	6.29422	6.19454	6.20165	5.80185	6.2565	6.46621
LOC202181	6.40645	5.72987	6.0411	6.04694	5.73315	6.26436	6.51881	6.06941	6.64074	6.28898	5.97919	6.72955	6.2317	5.68069	6.25586	6.2203	6.03694
RMND5A	7.63142	6.79923	9.37948	7.40376	7.74938	7.41329	7.54284	7.35267	7.38052	6.80589	7.1434	7.24216	7.82121	7.38428	7.19191	7.1753	8.05985
MT2A	9.97612	8.90638	8.95793	9.90608	9.04298	9.96302	9.4501	8.82729	9.70512	9.3557	9.62997	8.96893	9.68573	9.33664	10.0024	9.62576	9.63029
PDK1	7.49875	7.02538	7.65024	7.71413	7.63663	7.5667	7.603	7.58598	7.54939	7.39323	7.51441	7.7024	7.34324	7.53843	7.56993	7.76887	7.29786
SP4	7.09084	6.09373	7.33104	7.33037	6.84356	7.2149	7.35208	6.89324	7.08372	6.51373	7.47143	7.20759	6.78551	6.76598	6.70014	7.38975	7.46129
ARHGEF10	4.11996	3.90403	4.55067	4.34845	3.99802	4.30188	3.87309	4.55189	3.91007	4.21464	4.19183	4.44966	3.94968	3.99121	4.28239	4.50286	4.40934
SQOR	8.94322	9.03236	8.26589	8.75406	9.32231	8.79885	8.82154	8.4235	9.0909	9.08518	9.08842	8.94184	9.11385	8.91619	8.97009	8.83499	8.9427
ITPRIP	8.02485	8.40708	7.32389	7.85138	8.38931	7.86569	7.90325	6.78381	8.13607	7.68984	8.14134	8.06285	8.17581	8.49627	7.97772	7.85717	8.17027
PIR	4.10821	5.16961	4.43442	4.16887	4.46533	4.28802	4.38555	4.15316	4.19806	4.19399	4.47964	4.26921	4.40054	4.26116	4.84006	3.9835	4.92449
PIR-FIGF	4.10821	5.16961	4.43442	4.16887	4.46533	4.28802	4.38555	4.15316	4.19806	4.19399	4.47964	4.26921	4.40054	4.26116	4.84006	3.9835	4.92449
LGALS3	8.91512	7.2236	8.84057	8.53329	8.13491	8.09886	8.86217	7.81929	8.07285	8.00021	7.3744	8.68023	8.51754	8.21347	8.22058	7.87982	9.02921
SLC3A2	6.62773	6.0194	7.02268	6.7805	6.97471	6.66251	6.85581	6.63024	6.71464	7.09989	6.67316	6.47349	6.88065	6.67383	6.72705	6.90526	6.83714
SNORA20	3.25824	3.63522	4.11329	3.94342	5.02489	3.87935	4.08384	4.23907	3.93146	3.32573	3.57988	3.9892	3.37429	3.64433	3.11684	5.20716	4.27473
PLXNA1	4.2621	3.9919	3.91843	4.00409	4.12057	4.31105	4.17092	4.10961	4.16314	4.37264	4.06172	4.10055	4.21584	4.433	3.7355	4.29736	4.23605
BTG2	9.36065	9.07322	9.23606	9.294	9.74953	9.32009	9.67064	8.64732	9.43124	9.50145	9.80494	9.25436	9.45182	9.31294	9.48137	9.19028	9.33152
HLA-DMA	8.03597	6.97958	8.34619	8.19459	7.86844	8.58602	8.56383	7.44573	8.49797	8.40484	8.8433	8.2298	8.30468	8.41417	8.46078	8.73014	8.19551
FNDC9	5.74366	5.77814	5.29224	5.95884	5.84445	6.02779	6.10715	5.92232	6.31141	6.5728	5.78297	5.86398	6.13879	6.26643	6.10489	6.01158	5.43812
TLL1	2.86609	3.33315	3.12069	3.17594	3.24414	2.8301	3.01271	3.66594	3.17617	3.04485	2.70727	3.07184	3.21838	3.10656	3.19751	3.11283	3.02332
NCS1	4.79256	5.02846	4.68053	4.90489	4.7502	4.68067	4.5402	4.87994	4.94257	4.54715	4.29637	4.84437	4.88573	4.45392	5.08626	4.67067	5.13725
WFDC1	4.7342	5.06932	4.68365	4.66537	5.10031	4.31347	4.4317	4.76549	4.75169	4.91423	4.54495	4.72957	4.83558	4.61676	4.98077	4.70979	4.77732
ENTPD3	3.50041	3.42721	3.72416	3.39113	3.83325	3.18439	3.6191	3.0787	3.52017	3.41813	3.33687	3.87178	3.4501	4.00487	3.74774	3.53146	3.39871
PITPNB	7.58041	7.11482	7.71326	7.46534	7.57469	7.54836	7.47334	8.21137	7.56783	7.62559	7.35061	7.7098	7.32702	7.61452	7.33451	7.87169	7.75029
TMEM229B	3.99436	2.86423	3.71187	3.23657	3.65409	4.52768	4.40076	2.33272	4.16357	4.62375	3.76207	3.9378	4.28941	3.62113	4.30311	4.02974	5.03912
CYLD	8.52728	8.02501	8.59195	8.86999	8.47479	8.68839	8.59538	8.78297	8.60958	8.40127	8.5026	8.67444	8.5942	8.68308	8.48909	8.78239	8.42271
URB1	4.82259	4.81544	5.42381	5.56908	4.55095	5.41631	4.93813	5.10898	5.18121	5.35632	5.38526	5.15655	5.21672	5.00743	5.41648	5.20647	4.87891
CD200R1	5.34904	3.76373	5.1593	5.5918	4.29987	5.31731	4.75436	5.45558	5.47801	5.08846	5.60082	5.36559	5.13778	4.96512	4.60177	6.10334	4.57495
TRIM22	9.09941	8.9825	8.7127	9.02015	8.72958	9.10507	8.82425	9.35399	9.08327	9.2991	9.14171	9.06475	9.11888	8.98714	9.36174	9.07786	9.36848
CKLF	8.39837	8.68049	7.8207	8.29924	8.78015	8.3734	8.18947	7.79251	8.60056	8.24089	8.49826	8.68636	8.48161	8.69066	8.25371	8.18895	8.37966
CMTM1	8.39837	8.68049	7.8207	8.29924	8.78015	8.3734	8.18947	7.79251	8.60056	8.24089	8.49826	8.68636	8.48161	8.69066	8.25371	8.18895	8.37966
CKLF-CMTM1	8.39837	8.68049	7.8207	8.29924	8.78015	8.3734	8.18947	7.79251	8.60056	8.24089	8.49826	8.68636	8.48161	8.69066	8.25371	8.18895	8.37966
IFT74	3.82299	3.26544	5.22618	4.288	3.79954	3.92132	3.47511	4.11322	4.14266	3.22933	3.7305	4.04264	3.93905	3.84771	3.81069	3.67015	3.82868
ACVR1	4.8574	4.67872	4.54635	5.10118	4.7588	5.09662	5.0523	5.13983	5.26286	5.05796	4.87174	5.6053	5.19057	5.09251	4.95915	5.75062	5.16344
CSRNP1	5.74288	6.44496	5.31539	5.35994	7.04742	5.85225	6.01453	5.08731	6.29965	6.04325	6.32383	5.80871	5.78891	5.97236	6.33311	5.59772	6.2355
GYPE	5.53972	4.00953	8.62003	4.71549	5.22559	5.33697	5.41679	4.61742	5.3505	4.99118	4.3246	4.95978	5.57385	4.91272	5.47225	4.12	6.17369
ATP1B3	4.91645	3.83991	6.08373	5.7492	5.33638	5.2753	5.5839	5.54386	5.31546	5.71999	6.35061	5.02036	5.15998	4.65041	5.7116	5.08232	5.35495
TIPARP	6.87375	7.45339	6.66849	7.07462	7.92731	6.99617	7.1508	6.60047	7.15781	6.99872	7.33412	6.99236	7.03555	7.07639	7.22957	7.31454	7.35897
ATRAID	7.12947	6.16425	7.39956	7.53422	7.01767	7.1705	7.12934	6.72803	7.35611	6.97845	7.42315	7.38109	6.96575	7.22995	7.07569	7.58296	7.55133
PRKRA	6.01432	4.62696	6.14665	6.36776	5.78548	6.33511	6.51115	6.5081	6.41468	6.12997	6.43382	6.65209	6.42986	6.30808	5.91707	5.94914	6.77044
PMEPA1	4.42963	4.22394	4.37797	4.04731	3.76976	4.01761	4.17241	4.3518	4.24352	4.54461	3.97437	4.13532	4.32759	3.95356	4.47675	3.90012	4.0098
PART1	2.74921	3.46011	2.99947	2.52054	2.58064	2.77609	2.51366	2.88129	2.45569	2.74049	2.6526	2.71539	2.40442	2.76989	2.76407	2.37309	2.84364
CCDC51	3.76434	3.97239	4.15379	4.11583	3.72597	3.70354	3.88333	4.1198	4.08831	3.47963	3.39532	3.57366	3.68914	3.52407	4.27143	3.61268	3.85202
RRM1	5.41679	4.43324	5.50918	5.52636	5.0561	5.34097	5.66348	5.89921	5.09276	4.80588	5.19139	5.1705	5.23061	5.05465	4.6987	5.22623	5.19652
NLRP3	5.61585	5.90618	5.48441	5.51504	7.57788	5.59919	5.32524	4.79659	5.48918	5.59278	5.99742	6.95077	5.56726	5.7634	5.44414	6.28255	6.3552
ACAT1	4.71098	4.09894	5.2112	5.48961	4.6741	5.3213	5.06051	5.46096	5.45471	4.94231	5.30037	5.43698	5.25759	4.9377	5.10798	5.26047	4.9683
RBL1	6.03197	5.42592	6.54499	6.47962	6.10179	6.61237	6.30791	6.50217	6.23158	5.54413	5.96809	6.31538	6.31766	5.88133	5.79078	6.4209	6.49395
GPR161	4.29347	4.35637	3.93156	4.47765	4.24713	3.94514	4.26949	3.82075	4.05269	4.08992	4.25308	4.3144	4.29865	3.93196	4.53676	4.43576	4.1429
TTC37	6.29265	5.24287	6.84574	6.91381	5.86437	6.65915	6.84817	6.67678	6.34003	6.02556	6.52306	6.43692	6.35064	6.09823	5.46618	6.55485	6.81462
RAB3D	7.49192	8.15365	6.41635	7.42055	8.31851	7.16936	7.54955	5.53414	7.15275	6.96148	7.96892	6.92655	7.92121	7.91791	7.93024	7.69371	7.24027
ANXA2P2	7.90558	7.97135	8.64211	8.17657	8.5956	8.27028	7.99049	8.19481	7.91503	8.22651	8.76045	7.79835	7.78757	8.24222	7.77425	8.19726	7.86343
STRBP	4.7747	4.17982	6.53657	5.64871	4.68218	5.637	5.80634	5.01186	5.15781	5.27193	5.57386	5.68812	5.44594	5.33482	4.59934	5.6495	6.20596
NFATC2	8.0425	6.76492	7.94751	8.41202	7.60307	8.67367	8.46506	7.89826	8.23116	8.65809	8.79976	8.26949	7.99254	7.74167	8.10531	8.69619	8.28251
MBNL1	10.0869	10.0459	10.391	10.1305	9.93777	10.1334	10.169	10.5787	10.2949	10.1226	10.1013	10.0792	10.1138	9.77799	10.1499	10.3184	10.191
DMXL2	8.04289	8.20765	8.16264	7.91267	8.08519	8.18157	8.00389	8.19649	7.82374	7.76105	8.17003	7.55158	7.9893	8.20008	7.96605	8.32411	7.62853
SCNN1A	4.49462	4.30294	3.99358	4.00987	3.95973	4.07551	4.2204	4.34908	4.5688	4.52561	4.35412	4.40896	4.24657	4.48736	4.33729	3.96631	3.97089
PVRIG	6.68505	6.133	6.67607	7.04619	6.49986	7.20175	7.214	6.43716	7.23555	7.08725	7.32796	7.07678	7.09306	7.26006	7.10547	7.2675	7.06506
STAT1	9.53146	8.70451	8.53203	9.73401	8.9773	9.70936	9.47311	9.64536	9.53025	9.56101	9.5567	9.08614	9.75029	8.79239	9.54421	9.89884	9.31482
DCTD	5.80874	4.29238	6.04556	6.21284	5.66261	6.08542	6.14028	5.6915	6.48543	6.0532	6.24292	6.04006	5.98765	6.07671	5.58032	5.88015	5.96534
ATXN7	8.82728	8.94829	8.27097	8.98082	8.80623	9.14037	8.88679	8.31651	8.90904	9.24312	8.89505	8.74643	8.87044	8.7775	9.09009	8.87514	8.57766
DUSP10	4.37426	4.71831	4.87104	5.13232	5.08393	5.20628	4.98883	4.78916	4.94312	4.39476	5.64455	4.56863	4.94976	5.14969	4.6701	4.94188	5.12949
ST6GALNAC4	7.87497	6.31129	8.89512	7.44813	7.72759	7.6048	7.70959	5.95888	7.84281	7.45976	6.94343	8.53796	8.38062	6.8878	8.83278	7.56343	9.03226
PLA1A	4.04528	4.48464	3.65303	4.17079	3.92841	3.89668	3.79458	3.56078	4.16492	4.39362	3.76411	3.3632	3.74131	3.83824	3.65734	3.86671	3.93489
SLC38A1	8.55005	8.04191	8.71473	9.17209	7.96685	9.0319	9.13192	9.25839	9.05586	8.82065	8.85468	8.82438	8.60482	8.75717	8.6597	9.16068	8.78704
ACSL4	7.93189	8.30104	7.19908	7.49732	8.55167	7.77275	7.22662	7.16963	7.88661	7.57169	8.0457	7.53014	7.7518	7.5641	7.93869	7.86977	8.1741
TMEM126A	5.6323	4.6998	6.73054	6.23632	5.82402	6.30809	6.43731	6.28936	5.9013	5.36877	5.97396	6.34294	5.8267	6.19442	5.49662	6.18715	6.44131
EFL1	4.37398	2.77935	3.76232	4.96194	3.61593	3.6176	3.89085	3.1185	3.38954	3.88715	4.57699	4.03918	3.44617	5.13836	3.14818	3.48793	4.86076
EFL1P1	4.37398	2.77935	3.76232	4.96194	3.61593	3.6176	3.89085	3.1185	3.38954	3.88715	4.57699	4.03918	3.44617	5.13836	3.14818	3.48793	4.86076
LINC01949	3.45315	3.54563	3.12422	3.09373	3.34644	3.13025	3.68835	3.9204	3.00757	3.85103	3.53861	3.49351	3.54702	3.31771	3.46523	3.61422	3.71848
ZNF750	4.25608	4.00835	3.56598	3.81371	3.68252	3.91511	3.2085	3.75371	3.83162	3.60154	3.73232	3.53736	3.79352	3.88909	4.44342	3.54199	4.24604
SERPINB10	6.00813	4.89723	6.37587	5.4188	4.99568	5.05727	4.50588	5.89599	5.6733	3.88915	4.83562	3.9111	4.3293	4.67179	3.85862	4.77793	4.28831
ABHD12	5.62925	5.04706	5.24007	5.52772	5.67759	5.66473	5.40397	4.8009	5.69215	5.17157	5.65031	5.48853	5.54806	5.39617	5.64725	6.1761	5.66239
ENDOD1	6.51041	5.46246	7.44308	5.53935	6.63362	5.92026	6.00208	5.07467	5.97115	5.93894	5.78469	6.14698	6.30109	5.6033	6.0573	6.27079	6.80648
ANTXR2	8.42123	8.84679	7.87757	8.09951	8.33664	8.35283	8.29656	8.04255	8.32396	8.06866	8.0932	8.51843	8.27575	8.53683	8.14511	8.45358	8.06304
CPEB4	9.03266	9.71663	10.1507	8.53742	9.58566	8.88709	8.87169	8.33219	8.71394	9.3369	9.34961	9.16096	9.03664	9.18461	8.9913	8.87392	8.79745
ITFG1	7.08312	6.65956	7.34253	7.37298	7.42812	7.44946	7.36946	6.792	7.24894	7.12001	7.40719	6.90498	6.951	7.24858	6.74026	7.30336	7.22749
BOD1	6.7147	6.16113	6.5152	6.77246	6.34424	6.77452	6.5347	6.4176	6.49505	6.09253	6.89005	6.60933	6.55603	6.73888	6.38484	6.80409	6.96203
UFSP2	4.50342	3.41234	4.91505	4.62493	3.8513	4.88903	5.04067	5.45264	4.10375	4.18591	4.0412	4.80067	3.89535	4.57282	4.3764	4.90733	4.81168
MCM4	4.39144	3.89714	5.13035	4.06059	4.31314	4.27335	3.81937	4.12765	4.15387	4.38288	4.06006	3.92332	4.21406	4.67736	4.05974	4.03947	4.04978
BZW1	7.33096	6.80237	7.40837	7.56211	7.46885	7.2492	7.38856	7.42083	7.27126	6.90685	7.41081	7.36023	7.36789	7.40975	6.664	7.19061	7.47669
GABRP	3.80178	4.35005	3.35198	3.78833	3.75209	3.86779	3.60742	4.02952	3.71943	4.02693	3.6626	4.05736	3.49044	4.20204	3.46531	3.67113	3.61676
NPR2	4.26033	3.92649	4.16442	4.65413	3.95355	4.37587	3.84696	4.99043	4.77306	4.39222	4.70986	4.20959	4.3325	3.77117	4.56165	4.3307	4.52928
CNTN4	2.90714	3.11484	2.75588	2.63531	2.89553	2.5163	3.05658	2.86861	2.54304	3.19111	3.0275	2.92693	2.9364	3.18005	2.89642	3.1167	2.75572
KLF11	6.04639	5.07149	5.67731	6.05031	6.57968	5.80574	6.07784	4.74673	5.96223	5.52295	5.94843	5.72877	5.99554	5.48285	6.25154	6.34067	6.26898
TSSK3	5.36771	5.38167	5.59004	5.18127	4.96913	5.47477	5.17817	5.55535	5.81117	5.50818	5.07541	6.0082	5.63481	5.17642	5.2761	5.54104	5.31552
MTHFD1L	5.26484	4.51829	5.54002	5.23855	4.63001	4.58105	4.80411	4.51954	4.18678	5.38898	5.06184	4.90645	4.6639	5.14333	5.69806	4.87658	5.11216
LRRC75A-AS1	4.2412	3.06514	5.65732	3.97564	3.91066	4.23093	4.16691	4.89625	4.59948	4.66329	4.02726	4.16771	4.1253	4.71593	4.29269	4.24612	5.23542
